# started on Thu Aug 22 22:37:08 2024

1016.51	msec	task-clock:u	1016511533	100.00	1.000	CPUs utilized
0		context-switches:u	1016511533	100.00	0.000	/sec
0		cpu-migrations:u	1016511533	100.00	0.000	/sec
27		page-faults:u	1016511533	100.00	26.561	/sec
2435774488		cycles:u	506128366	49.00	2.396	GHz
4696965233		instructions:u	510116125	50.00	1.93	insn per cycle
2203337918		branches:u	512514092	50.00	2.168	G/sec
3439		branch-misses:u	512514180	50.00	0.00	of all branches
71832		L1-dcache-loads:u	512512200	50.00	70.665	K/sec
3510		L1-dcache-load-misses:u	512514923	50.00	4.89	of all L1-dcache accesses
5977		LLC-loads:u	512512479	50.00	5.880	K/sec
304		LLC-load-misses:u	434398223	42.00	5.09	of all LL-cache accesses
2262701020		L1-icache-loads:u	431994646	42.00	2.226	G/sec
25		L1-icache-load-misses:u	431996759	42.00	0.00	of all L1-icache accesses
0		dTLB-loads:u	431998223	42.00	0.000	/sec
0		dTLB-load-misses:u	431997649	42.00		
2204591601		iTLB-loads:u	431997721	42.00	2.169	G/sec
0		iTLB-load-misses:u	432001978	42.00		
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
