# started on Thu Aug 22 22:15:15 2024

1014.07	msec	task-clock:u	1014074552	100.00	1.000	CPUs utilized
0		context-switches:u	1014074552	100.00	0.000	/sec
0		cpu-migrations:u	1014074552	100.00	0.000	/sec
28		page-faults:u	1014074552	100.00	27.611	/sec
2373759888		cycles:u	504997256	49.00	2.341	GHz
4654759259		instructions:u	508988313	50.00	1.96	insn per cycle
2187565846		branches:u	510144164	50.00	2.157	G/sec
4363		branch-misses:u	510125575	50.00	0.00	of all branches
76496		L1-dcache-loads:u	510112034	50.00	75.434	K/sec
3548		L1-dcache-load-misses:u	510111332	50.00	4.64	of all L1-dcache accesses
6163		LLC-loads:u	510074795	50.00	6.077	K/sec
360		LLC-load-misses:u	433085111	42.00	5.84	of all LL-cache accesses
2247310907		L1-icache-loads:u	431930091	42.00	2.216	G/sec
35		L1-icache-load-misses:u	431949497	42.00	0.00	of all L1-icache accesses
0		dTLB-loads:u	431963017	42.00	0.000	/sec
0		dTLB-load-misses:u	431962053	42.00		
2188321502		iTLB-loads:u	432000647	42.00	2.158	G/sec
0		iTLB-load-misses:u	432000683	42.00		
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
