# started on Tue Jan 14 16:35:13 2025

1820.38	msec	task-clock:u	1820378142	100.00	1.000	CPUs utilized
0		context-switches:u	1820378142	100.00	0.000	/sec
0		cpu-migrations:u	1820378142	100.00	0.000	/sec
34		page-faults:u	1820378142	100.00	18.677	/sec
4362963606		cycles:u	898605553	49.00	2.397	GHz
6620538602		instructions:u	902587735	49.00	1.52	insn per cycle
2162205015		branches:u	906587217	49.00	1.188	G/sec
3656		branch-misses:u	910587200	50.00	0.00	of all branches
70660		L1-dcache-loads:u	914589346	50.00	38.816	K/sec
3319		L1-dcache-load-misses:u	918587796	50.00	4.70	of all L1-dcache accesses
6154		LLC-loads:u	922588422	50.00	3.381	K/sec
633		LLC-load-misses:u	789788905	43.00	10.29	of all LL-cache accesses
4325365385		L1-icache-loads:u	785790075	43.00	2.376	G/sec
1697		L1-icache-load-misses:u	781790518	42.00	0.00	of all L1-icache accesses
6789		dTLB-loads:u	777789405	42.00	3.729	K/sec
98		dTLB-load-misses:u	773789663	42.00	1.44	of all dTLB cache accesses
4306117441		iTLB-loads:u	769788537	42.00	2.366	G/sec
0		iTLB-load-misses:u	768004033	42.00		
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
