# started on Wed Jan 15 09:11:12 2025

901.69	msec	task-clock:u	901690367	100.00	0.999	CPUs utilized
0		context-switches:u	901690367	100.00	0.000	/sec
0		cpu-migrations:u	901690367	100.00	0.000	/sec
33		page-faults:u	901690367	100.00	36.598	/sec
2160030708		cycles:u	449496275	49.00	2.396	GHz
6455581740		instructions:u	453497850	50.00	2.99	insn per cycle
2135762884		branches:u	454531591	50.00	2.369	G/sec
4405		branch-misses:u	454534944	50.00	0.00	of all branches
77771		L1-dcache-loads:u	454537000	50.00	86.250	K/sec
3951		L1-dcache-load-misses:u	454353371	50.00	5.08	of all L1-dcache accesses
8488		LLC-loads:u	453995162	50.00	9.413	K/sec
1321		LLC-load-misses:u	384195610	42.00	15.56	of all LL-cache accesses
2145974271		L1-icache-loads:u	383210259	42.00	2.380	G/sec
18		L1-icache-load-misses:u	383158533	42.00	0.00	of all L1-icache accesses
0		dTLB-loads:u	383155440	42.00	0.000	/sec
2		dTLB-load-misses:u	383337423	42.00		
2136754660		iTLB-loads:u	383789908	42.00	2.370	G/sec
2		iTLB-load-misses:u	383845111	42.00	0.00	of all iTLB cache accesses
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
