# started on Fri Aug 23 21:14:57 2024

953.88	msec	task-clock:u	953884701	100.00	1.000	CPUs utilized
0		context-switches:u	953884701	100.00	0.000	/sec
0		cpu-migrations:u	953884701	100.00	0.000	/sec
27		page-faults:u	953884701	100.00	28.305	/sec
2285554645		cycles:u	477899758	50.00	2.396	GHz
4456158151		instructions:u	477893850	50.00	1.95	insn per cycle
2170928423		branches:u	477893368	50.00	2.276	G/sec
4423		branch-misses:u	477895219	50.00	0.00	of all branches
78086		L1-dcache-loads:u	477894685	50.00	81.861	K/sec
3497		L1-dcache-load-misses:u	477891481	50.00	4.48	of all L1-dcache accesses
6029		LLC-loads:u	477892242	50.00	6.320	K/sec
2		LLC-load-misses:u	407990982	42.00	0.03	of all LL-cache accesses
2172332942		L1-icache-loads:u	407990943	42.00	2.277	G/sec
14		L1-icache-load-misses:u	407997816	42.00	0.00	of all L1-icache accesses
0		dTLB-loads:u	407990183	42.00	0.000	/sec
0		dTLB-load-misses:u	407992925	42.00		
2172246316		iTLB-loads:u	407991922	42.00	2.277	G/sec
0		iTLB-load-misses:u	407992590	42.00		
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
