# started on Fri Aug 23 20:46:56 2024

948.29	msec	task-clock:u	948292756	100.00	1.000	CPUs utilized
0		context-switches:u	948292756	100.00	0.000	/sec
0		cpu-migrations:u	948292756	100.00	0.000	/sec
27		page-faults:u	948292756	100.00	28.472	/sec
2271638779		cycles:u	472318034	49.00	2.396	GHz
4467915281		instructions:u	472286535	49.00	1.97	insn per cycle
2171622794		branches:u	472291295	49.00	2.290	G/sec
4292		branch-misses:u	472288980	49.00	0.00	of all branches
76439		L1-dcache-loads:u	472285852	49.00	80.607	K/sec
3535		L1-dcache-load-misses:u	472287425	49.00	4.62	of all L1-dcache accesses
5599		LLC-loads:u	475007444	50.00	5.904	K/sec
13		LLC-load-misses:u	407981850	43.00	0.23	of all LL-cache accesses
2198156490		L1-icache-loads:u	408016258	43.00	2.318	G/sec
9		L1-icache-load-misses:u	408010518	43.00	0.00	of all L1-icache accesses
0		dTLB-loads:u	408003664	43.00	0.000	/sec
0		dTLB-load-misses:u	408007200	43.00		
2172838810		iTLB-loads:u	408004999	43.00	2.291	G/sec
35		iTLB-load-misses:u	405284516	42.00	0.00	of all iTLB cache accesses
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
