# started on Fri Aug 23 22:02:10 2024

931.46	msec	task-clock:u	931462126	100.00	1.000	CPUs utilized
0		context-switches:u	931462126	100.00	0.000	/sec
0		cpu-migrations:u	931462126	100.00	0.000	/sec
28		page-faults:u	931462126	100.00	30.060	/sec
2231789266		cycles:u	455471111	48.00	2.396	GHz
4377327076		instructions:u	455768424	48.00	1.96	insn per cycle
2162887098		branches:u	459767258	49.00	2.322	G/sec
4173		branch-misses:u	463769186	49.00	0.00	of all branches
73613		L1-dcache-loads:u	467768758	50.00	79.030	K/sec
3267		L1-dcache-load-misses:u	471767628	50.00	4.44	of all L1-dcache accesses
5401		LLC-loads:u	475766222	51.00	5.798	K/sec
2		LLC-load-misses:u	408001980	43.00	0.04	of all LL-cache accesses
2181261205		L1-icache-loads:u	407693644	43.00	2.342	G/sec
558		L1-icache-load-misses:u	403694461	43.00	0.00	of all L1-icache accesses
2337		dTLB-loads:u	399692832	42.00	2.509	K/sec
47		dTLB-load-misses:u	395692960	42.00	2.01	of all dTLB cache accesses
2164001836		iTLB-loads:u	391694886	42.00	2.323	G/sec
26		iTLB-load-misses:u	387694517	41.00	0.00	of all iTLB cache accesses
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
