# started on Thu Aug 22 23:14:19 2024

1061.51	msec	task-clock:u	1061506069	100.00	1.000	CPUs utilized
0		context-switches:u	1061506069	100.00	0.000	/sec
0		cpu-migrations:u	1061506069	100.00	0.000	/sec
28		page-faults:u	1061506069	100.00	26.378	/sec
2543498656		cycles:u	529534759	49.00	2.396	GHz
5165811593		instructions:u	529527238	49.00	2.03	insn per cycle
2225281179		branches:u	529536646	49.00	2.096	G/sec
3658		branch-misses:u	529515607	49.00	0.00	of all branches
73473		L1-dcache-loads:u	529513405	49.00	69.216	K/sec
3620		L1-dcache-load-misses:u	529512810	49.00	4.93	of all L1-dcache accesses
6336		LLC-loads:u	529513017	49.00	5.969	K/sec
27		LLC-load-misses:u	455978589	42.00	0.43	of all LL-cache accesses
2385572786		L1-icache-loads:u	455977534	42.00	2.247	G/sec
13		L1-icache-load-misses:u	455988887	42.00	0.00	of all L1-icache accesses
0		dTLB-loads:u	455993130	42.00	0.000	/sec
0		dTLB-load-misses:u	455993313	42.00		
2306047197		iTLB-loads:u	455992498	42.00	2.172	G/sec
0		iTLB-load-misses:u	455993740	42.00		
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
