# started on Thu Aug 22 21:22:16 2024

1000.50	msec	task-clock:u	1000496421	100.00	1.000	CPUs utilized
0		context-switches:u	1000496421	100.00	0.000	/sec
0		cpu-migrations:u	1000496421	100.00	0.000	/sec
28		page-faults:u	1000496421	100.00	27.986	/sec
2396742278		cycles:u	496544719	49.00	2.396	GHz
4442798252		instructions:u	496513773	49.00	1.85	insn per cycle
2196315186		branches:u	496499388	49.00	2.195	G/sec
4298		branch-misses:u	496503924	49.00	0.00	of all branches
74947		L1-dcache-loads:u	496488480	49.00	74.910	K/sec
3366		L1-dcache-load-misses:u	499249164	49.00	4.49	of all L1-dcache accesses
5831		LLC-loads:u	503221144	50.00	5.828	K/sec
34		LLC-load-misses:u	431981131	43.00	0.58	of all LL-cache accesses
2198323497		L1-icache-loads:u	431992498	43.00	2.197	G/sec
9		L1-icache-load-misses:u	431999312	43.00	0.00	of all L1-icache accesses
0		dTLB-loads:u	432005534	43.00	0.000	/sec
0		dTLB-load-misses:u	432006164	43.00		
2198141593		iTLB-loads:u	429244721	42.00	2.197	G/sec
32		iTLB-load-misses:u	425273293	42.00	0.00	of all iTLB cache accesses
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
