# started on Fri Sep  6 01:40:52 2024

930.04	msec	task-clock:u	930037920	100.00	1.000	CPUs utilized
0		context-switches:u	930037920	100.00	0.000	/sec
0		cpu-migrations:u	930037920	100.00	0.000	/sec
33		page-faults:u	930037920	100.00	35.482	/sec
2170591722		cycles:u	454123926	48.00	2.334	GHz
6461758058		instructions:u	454098164	48.00	2.98	insn per cycle
2141260281		branches:u	457064331	49.00	2.302	G/sec
3616		branch-misses:u	461067922	49.00	0.00	of all branches
71973		L1-dcache-loads:u	465031942	50.00	77.387	K/sec
3321		L1-dcache-load-misses:u	469030292	50.00	4.61	of all L1-dcache accesses
5673		LLC-loads:u	473089459	50.00	6.100	K/sec
6		LLC-load-misses:u	407942756	43.00	0.11	of all LL-cache accesses
2154774094		L1-icache-loads:u	407955793	43.00	2.317	G/sec
1940		L1-icache-load-misses:u	404972275	43.00	0.00	of all L1-icache accesses
6591		dTLB-loads:u	401005664	43.00	7.087	K/sec
103		dTLB-load-misses:u	397007794	42.00	1.56	of all dTLB cache accesses
2137031134		iTLB-loads:u	393012535	42.00	2.298	G/sec
62		iTLB-load-misses:u	388948593	41.00	0.00	of all iTLB cache accesses
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
