# started on Fri Sep  6 01:13:45 2024

916.61	msec	task-clock:u	916605293	100.00	1.000	CPUs utilized
0		context-switches:u	916605293	100.00	0.000	/sec
0		cpu-migrations:u	916605293	100.00	0.000	/sec
33		page-faults:u	916605293	100.00	36.002	/sec
2196095716		cycles:u	448559127	48.00	2.396	GHz
6486625120		instructions:u	452520479	49.00	2.95	insn per cycle
2151948442		branches:u	456482295	49.00	2.348	G/sec
3298		branch-misses:u	460482278	50.00	0.00	of all branches
70307		L1-dcache-loads:u	464482496	50.00	76.704	K/sec
3277		L1-dcache-load-misses:u	468480054	51.00	4.66	of all L1-dcache accesses
7604		LLC-loads:u	468609259	51.00	8.296	K/sec
932		LLC-load-misses:u	400090555	43.00	12.26	of all LL-cache accesses
2145585067		L1-icache-loads:u	396121887	43.00	2.341	G/sec
1802		L1-icache-load-misses:u	392123220	42.00	0.00	of all L1-icache accesses
6473		dTLB-loads:u	388122776	42.00	7.062	K/sec
97		dTLB-load-misses:u	384124445	41.00	1.50	of all dTLB cache accesses
2159868852		iTLB-loads:u	383996459	41.00	2.356	G/sec
0		iTLB-load-misses:u	383995555	41.00		
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
