# started on Thu Sep  5 22:59:24 2024

938.72	msec	task-clock:u	938720664	100.00	1.000	CPUs utilized
0		context-switches:u	938720664	100.00	0.000	/sec
0		cpu-migrations:u	938720664	100.00	0.000	/sec
34		page-faults:u	938720664	100.00	36.220	/sec
2249230850		cycles:u	462805256	49.00	2.396	GHz
6458811788		instructions:u	462798941	49.00	2.87	insn per cycle
2152900381		branches:u	462795665	49.00	2.293	G/sec
6817165		branch-misses:u	462795813	49.00	0.32	of all branches
73623		L1-dcache-loads:u	464150145	49.00	78.429	K/sec
3419		L1-dcache-load-misses:u	468077443	49.00	4.64	of all L1-dcache accesses
5742		LLC-loads:u	472080646	50.00	6.117	K/sec
13		LLC-load-misses:u	407921331	43.00	0.23	of all LL-cache accesses
2209216157		L1-icache-loads:u	407924448	43.00	2.353	G/sec
18		L1-icache-load-misses:u	407924367	43.00	0.00	of all L1-icache accesses
0		dTLB-loads:u	407926297	43.00	0.000	/sec
101		dTLB-load-misses:u	406640815	43.00		
2202052154		iTLB-loads:u	402641424	42.00	2.346	G/sec
54		iTLB-load-misses:u	398646649	42.00	0.00	of all iTLB cache accesses
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
