# started on Tue Jan 14 15:39:19 2025

2067.10	msec	task-clock:u	2067095901	100.00	1.000	CPUs utilized
0		context-switches:u	2067095901	100.00	0.000	/sec
0		cpu-migrations:u	2067095901	100.00	0.000	/sec
33		page-faults:u	2067095901	100.00	15.964	/sec
4954052527		cycles:u	1031121260	49.00	2.397	GHz
7925927079		instructions:u	1031110036	49.00	1.60	insn per cycle
3137321616		branches:u	1031106443	49.00	1.518	G/sec
3909		branch-misses:u	1031108611	49.00	0.00	of all branches
77045		L1-dcache-loads:u	1031107040	49.00	37.272	K/sec
3889		L1-dcache-load-misses:u	1031107443	49.00	5.05	of all L1-dcache accesses
6296		LLC-loads:u	1033724832	50.00	3.046	K/sec
0		LLC-load-misses:u	887986733	42.00		
4625103424		L1-icache-loads:u	887988574	42.00	2.237	G/sec
0		L1-icache-load-misses:u	887990195	42.00		
0		dTLB-loads:u	887986068	42.00	0.000	/sec
0		dTLB-load-misses:u	887988402	42.00		
4459786518		iTLB-loads:u	887988825	42.00	2.158	G/sec
65		iTLB-load-misses:u	885382204	42.00	0.00	of all iTLB cache accesses
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
