# started on Wed Jan 15 05:47:07 2025

1110.57	msec	task-clock:u	1110568626	100.00	1.000	CPUs utilized
0		context-switches:u	1110568626	100.00	0.000	/sec
0		cpu-migrations:u	1110568626	100.00	0.000	/sec
33		page-faults:u	1110568626	100.00	29.715	/sec
2610299287		cycles:u	550593576	49.00	2.350	GHz
7073075403		instructions:u	550585926	49.00	2.71	insn per cycle
2511140814		branches:u	550619924	49.00	2.261	G/sec
3771		branch-misses:u	550621050	49.00	0.00	of all branches
77528		L1-dcache-loads:u	550622332	49.00	69.809	K/sec
3370		L1-dcache-load-misses:u	553870903	49.00	4.35	of all L1-dcache accesses
6266		LLC-loads:u	557872789	50.00	5.642	K/sec
0		LLC-load-misses:u	479982106	43.00		
2341462145		L1-icache-loads:u	479985997	43.00	2.108	G/sec
6		L1-icache-load-misses:u	479948077	43.00	0.00	of all L1-icache accesses
0		dTLB-loads:u	479945201	43.00	0.000	/sec
4		dTLB-load-misses:u	479966649	43.00		
2243333165		iTLB-loads:u	476695819	42.00	2.020	G/sec
72		iTLB-load-misses:u	472694983	42.00	0.00	of all iTLB cache accesses
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
