# started on Wed Jan 15 02:33:54 2025

965.29	msec	task-clock:u	965289142	100.00	1.000	CPUs utilized
0		context-switches:u	965289142	100.00	0.000	/sec
0		cpu-migrations:u	965289142	100.00	0.000	/sec
33		page-faults:u	965289142	100.00	34.187	/sec
2312852048		cycles:u	479455294	49.00	2.396	GHz
6445701153		instructions:u	483444166	50.00	2.79	insn per cycle
2170534944		branches:u	487479148	50.00	2.249	G/sec
4576		branch-misses:u	489374588	50.00	0.00	of all branches
78764		L1-dcache-loads:u	489405385	50.00	81.596	K/sec
3717		L1-dcache-load-misses:u	489405903	50.00	4.72	of all L1-dcache accesses
7753		LLC-loads:u	489412979	50.00	8.032	K/sec
664		LLC-load-misses:u	413859849	42.00	8.56	of all LL-cache accesses
1613577106		L1-icache-loads:u	409848993	42.00	1.672	G/sec
21		L1-icache-load-misses:u	407915423	42.00	0.00	of all L1-icache accesses
0		dTLB-loads:u	407945944	42.00	0.000	/sec
0		dTLB-load-misses:u	407883776	42.00		
2141872994		iTLB-loads:u	407881552	42.00	2.219	G/sec
4		iTLB-load-misses:u	407877146	42.00	0.00	of all iTLB cache accesses
<not supported>		L1-dcache-prefetches:u	0	100.00		
<not supported>		L1-dcache-prefetch-misses:u	0	100.00		
