br1	br2	counter	inner	outer	nop	nop2	task_clock	context_switches	cpu_migrations	page_faults	cycles	instructions	branches	branch_misses	L1_dcache_loads	L1_dcache_load_misses	LLC_loads	LLC_load_misses	L1_icache_loads	L1_icache_load_misses	dTLB_loads	dTLB_load_misses	iTLB_loads	iTLB_load_misses	L1_dcache_prefetches	L1_dcache_prefetch_misses
1932	1952	2141061120	121	270	6	3	2554.16	0	0	46	4582901504	6528516098	NA	17695100	51060	2803	NA	NA	2300095472	2735	NA	0	NA	0	NA	NA
1932	1956	2141061120	121	270	6	4	2554.24	0	0	47	4582944868	6546307663	NA	17694887	50731	2733	NA	NA	2300148911	1920	NA	0	NA	155	NA	NA
1932	1960	2141061120	121	270	6	5	2554.22	0	0	47	4583910637	6563868395	NA	17694904	51133	2915	NA	NA	2300140428	2871	NA	0	NA	0	NA	NA
1932	1964	2141061120	121	270	6	6	2554.46	0	0	47	4582878052	6581614318	NA	17696368	50535	3006	NA	NA	2300098634	2093	NA	0	NA	161	NA	NA
1932	1968	2141061120	121	270	6	7	2564.62	0	0	47	4601476261	6601145416	NA	17695955	50599	2711	NA	NA	2317697456	2848	NA	210	NA	4	NA	NA
1932	1972	2141061120	121	270	6	8	2563.95	0	0	46	4601174852	6618193672	NA	17695309	50776	2858	NA	NA	2317855773	2809	NA	205	NA	0	NA	NA
1936	1944	2141061120	121	270	7	0	2554.09	0	0	47	4582859081	6475354173	NA	17694966	50674	2781	NA	NA	4529460702	2007	NA	0	NA	164	NA	NA
1936	1948	2141061120	121	270	7	1	2554.15	0	0	46	4582859280	6493320974	NA	17695253	50888	2709	NA	NA	4529328437	1914	NA	0	NA	159	NA	NA
1936	1952	2141061120	121	270	7	2	2556.40	0	0	46	4581944810	6509966395	NA	17696767	51304	2663	NA	NA	4547920393	2881	NA	0	NA	46	NA	NA
1936	1956	2141061120	121	270	7	3	2554.89	0	0	46	4582504619	6528342235	NA	17699346	50415	2695	NA	NA	4546964412	2747	NA	0	NA	0	NA	NA
1936	1960	2141061120	121	270	7	4	2554.15	0	0	46	4582787210	6546150023	NA	17694806	50959	2791	NA	NA	4547152815	1946	NA	0	NA	164	NA	NA
1936	1964	2141061120	121	270	7	5	2564.96	0	0	46	4600912034	6564298310	NA	17693323	50957	2899	NA	NA	4566032657	2721	NA	228	NA	0	NA	NA
1936	1968	2141061120	121	270	7	6	2573.90	0	0	46	4618322738	6581485005	NA	17697485	46451	2748	NA	NA	4582397978	2779	NA	222	NA	148	NA	NA
1936	1972	2141061120	121	270	7	7	2573.94	0	0	47	4618123952	6599176926	NA	17695577	46423	2642	NA	NA	4582516895	2838	NA	223	NA	162	NA	NA
1936	1976	2141061120	121	270	7	8	2573.87	0	0	46	4618174876	6616988742	NA	17695142	47073	2396	NA	NA	4582531516	2730	NA	212	NA	160	NA	NA
1940	1948	2141061120	121	270	8	0	2554.16	0	0	46	4583247468	6475506728	NA	17695420	50979	3410	NA	NA	4529411064	2808	NA	0	NA	0	NA	NA
1940	1952	2141061120	121	270	8	1	2555.22	0	0	47	4583896813	6492872609	NA	17693934	51297	2783	NA	NA	4547705659	2743	NA	0	NA	4	NA	NA
1940	1956	2141061120	121	270	8	2	2554.08	0	0	47	4582896407	6510867189	NA	17695067	50850	2734	NA	NA	4547135734	2037	NA	0	NA	152	NA	NA
1940	1960	2141061120	121	270	8	3	2554.23	0	0	47	4582759268	6528620314	NA	17695506	50906	2871	NA	NA	4547077159	2753	NA	0	NA	0	NA	NA
1940	1964	2141061120	121	270	8	4	2564.15	0	0	46	4601184723	6547296508	NA	17695168	50845	3170	NA	NA	4564785855	2754	NA	221	NA	0	NA	NA
1940	1968	2141061120	121	270	8	5	2573.88	0	0	46	4618281891	6563928528	NA	17694909	46524	2425	NA	NA	4582504011	2729	NA	212	NA	157	NA	NA
1940	1972	2141061120	121	270	8	6	2574.01	0	0	48	4618169089	6581632695	NA	17695781	47177	2944	NA	NA	4582477077	2893	NA	217	NA	160	NA	NA
1940	1976	2141061120	121	270	8	7	2573.80	0	0	46	4618223751	6599278222	NA	17697604	47417	2826	NA	NA	4582568886	2766	NA	204	NA	157	NA	NA
1940	1980	2141061120	121	270	8	8	2573.87	0	0	46	4618233968	6617099225	NA	17697840	46698	2760	NA	NA	4582541670	2838	NA	217	NA	162	NA	NA
1908	1916	2142765056	122	268	0	0	2556.90	0	0	46	4584951187	6481474480	NA	17565484	51128	2906	NA	NA	4530998940	2811	NA	0	NA	3	NA	NA
1908	1920	2142765056	122	268	0	1	2555.37	0	0	46	4584086756	6497650389	NA	17564077	51450	2747	NA	NA	4548590653	2773	NA	0	NA	0	NA	NA
1908	1924	2142765056	122	268	0	2	2555.45	0	0	48	4584293397	6515361879	NA	17564508	50800	2781	NA	NA	4548626555	2872	NA	0	NA	0	NA	NA
1908	1928	2142765056	122	268	0	3	2555.55	0	0	46	4584416454	6532746141	NA	17563790	50942	2808	NA	NA	4548578065	2902	NA	0	NA	1	NA	NA
1908	1932	2142765056	122	268	0	4	2565.26	0	0	47	4602342618	6551619298	NA	17564524	50758	2807	NA	NA	4566149529	2825	NA	232	NA	1	NA	NA
1908	1936	2142765056	122	268	0	5	2574.46	0	0	46	4619113144	6567949730	NA	17564718	47041	2578	NA	NA	4583747192	2876	NA	223	NA	171	NA	NA
1908	1940	2142765056	122	268	0	6	2574.35	0	0	47	4619041325	6585437133	NA	17564171	46595	2433	NA	NA	4583708267	2718	NA	214	NA	153	NA	NA
1908	1944	2142765056	122	268	0	7	2574.39	0	0	47	4619144676	6603006039	NA	17566662	46664	2897	NA	NA	4583663692	2799	NA	225	NA	157	NA	NA
1908	1948	2142765056	122	268	0	8	2574.66	0	0	46	4620027217	6621076555	NA	17564281	46900	2451	NA	NA	4583455992	2774	NA	234	NA	169	NA	NA
1912	1920	2142765056	122	268	1	0	2554.69	0	0	46	4584050926	6480178984	NA	17564240	50961	2695	NA	NA	2318213830	1916	NA	0	NA	159	NA	NA
1912	1924	2142765056	122	268	1	1	2554.80	0	0	46	4584368287	6497916676	NA	17564440	50392	2751	NA	NA	2318159656	2726	NA	0	NA	1	NA	NA
1912	1928	2142765056	122	268	1	2	2555.08	0	0	47	4584030350	6515434096	NA	17564344	50989	3085	NA	NA	2318363098	2736	NA	0	NA	0	NA	NA
1912	1932	2142765056	122	268	1	3	2554.90	0	0	46	4584104146	6532810032	NA	17564001	51122	2711	NA	NA	2318228920	2711	NA	0	NA	0	NA	NA
1912	1936	2142765056	122	268	1	4	2564.62	0	0	46	4602213540	6551489731	NA	17566492	51184	3063	NA	NA	2335816760	2764	NA	220	NA	154	NA	NA
1912	1940	2142765056	122	268	1	5	2564.71	0	0	46	4601872786	6568954945	NA	17565731	51136	2785	NA	NA	2335774357	2775	NA	231	NA	46	NA	NA
1912	1944	2142765056	122	268	1	6	2564.49	0	0	46	4602234259	6586637893	NA	17564250	51138	2778	NA	NA	2335785847	2834	NA	222	NA	0	NA	NA
1912	1948	2142765056	122	268	1	7	2564.70	0	0	46	4602290370	6604511424	NA	17564711	50966	2740	NA	NA	2335754420	2746	NA	213	NA	9	NA	NA
1912	1952	2142765056	122	268	1	8	2574.45	0	0	47	4619065982	6620720923	NA	17567164	46584	3531	NA	NA	2353322587	2859	NA	213	NA	167	NA	NA
1916	1924	2142765056	122	268	2	0	2554.93	0	0	46	4584147145	6480184676	NA	17564607	50676	2936	NA	NA	2283071653	2863	NA	0	NA	0	NA	NA
1916	1928	2142765056	122	268	2	1	2554.80	0	0	46	4584034749	6497857741	NA	17564042	50832	2751	NA	NA	2283122793	2700	NA	0	NA	0	NA	NA
1916	1932	2142765056	122	268	2	2	2555.04	0	0	46	4584062643	6515260367	NA	17563947	50761	2822	NA	NA	2283086875	2018	NA	0	NA	155	NA	NA
1916	1936	2142765056	122	268	2	3	2554.75	0	0	46	4584039652	6532846978	NA	17563807	50758	2746	NA	NA	2300616974	1951	NA	0	NA	163	NA	NA
1916	1940	2142765056	122	268	2	4	2555.38	0	0	47	4584039111	6550404666	NA	17563162	50760	3019	NA	NA	2301007712	1947	NA	232	NA	171	NA	NA
1916	1944	2142765056	122	268	2	5	2555.59	0	0	46	4583793626	6567671835	NA	17562455	50432	2658	NA	NA	2300603074	2816	NA	1	NA	0	NA	NA
1916	1948	2142765056	122	268	2	6	2554.77	0	0	47	4583976773	6585480583	NA	17564276	50553	2812	NA	NA	2300641250	2834	NA	1	NA	1	NA	NA
1916	1952	2142765056	122	268	2	7	2564.70	0	0	46	4602493513	6604270099	NA	17563910	51669	2865	NA	NA	2318181488	2750	NA	236	NA	0	NA	NA
1916	1956	2142765056	122	268	2	8	2564.61	0	0	47	4602201717	6621773694	NA	17564384	50793	2753	NA	NA	2318197872	2786	NA	221	NA	6	NA	NA
1920	1928	2142765056	122	268	3	0	2554.85	0	0	46	4583982760	6480139513	NA	17563940	50414	2736	NA	NA	4531018272	2728	NA	0	NA	0	NA	NA
1920	1932	2142765056	122	268	3	1	2555.84	0	0	47	4584087296	6497809399	NA	17564426	50845	2777	NA	NA	4530555211	2876	NA	0	NA	0	NA	NA
1920	1936	2142765056	122	268	3	2	2554.89	0	0	46	4584056229	6515275426	NA	17564000	50827	2834	NA	NA	4548619328	1986	NA	0	NA	160	NA	NA
1920	1940	2142765056	122	268	3	3	2556.15	0	0	46	4583717805	6532244416	NA	17563390	50919	2882	NA	NA	4548521906	2794	NA	0	NA	3	NA	NA
1920	1944	2142765056	122	268	3	4	2555.50	0	0	46	4583767331	6552045986	NA	17568308	50522	2862	NA	NA	4548143215	2707	NA	0	NA	1	NA	NA
1920	1948	2142765056	122	268	3	5	2564.71	0	0	47	4602231618	6569074791	NA	17564662	51291	2803	NA	NA	4566017403	2841	NA	216	NA	0	NA	NA
1920	1952	2142765056	122	268	3	6	2574.31	0	0	46	4619075425	6585458303	NA	17567166	46864	2703	NA	NA	4583620698	2729	NA	210	NA	164	NA	NA
1920	1956	2142765056	122	268	3	7	2574.71	0	0	46	4619857869	6602891102	NA	17566437	47064	2956	NA	NA	4583580216	2865	NA	224	NA	166	NA	NA
1920	1960	2142765056	122	268	3	8	2574.40	0	0	46	4619066421	6620652732	NA	17564117	46805	2444	NA	NA	4583625686	2653	NA	223	NA	159	NA	NA
1924	1932	2142765056	122	268	4	0	2554.78	0	0	47	4584726465	6480240284	NA	17564593	50847	3183	NA	NA	4530957355	2857	NA	0	NA	0	NA	NA
1924	1936	2142765056	122	268	4	1	2554.73	0	0	46	4583971367	6497850704	NA	17564368	50890	2763	NA	NA	4548555442	2724	NA	0	NA	0	NA	NA
1924	1940	2142765056	122	268	4	2	2554.74	0	0	46	4584654980	6515322245	NA	17564063	50366	2754	NA	NA	4548537652	2729	NA	0	NA	0	NA	NA
1924	1944	2142765056	122	268	4	3	2554.82	0	0	46	4584040136	6532869014	NA	17564145	50733	2832	NA	NA	4548551708	2750	NA	1	NA	0	NA	NA
1924	1948	2142765056	122	268	4	4	2564.64	0	0	46	4602535036	6551605677	NA	17566763	50721	2777	NA	NA	4566105364	2720	NA	220	NA	161	NA	NA
1924	1952	2142765056	122	268	4	5	2576.62	0	0	47	4619770559	6568617236	NA	17564185	46682	2396	NA	NA	4583272786	2823	NA	224	NA	175	NA	NA
1924	1956	2142765056	122	268	4	6	2574.57	0	0	47	4620034512	6585676988	NA	17563904	46885	2520	NA	NA	4583691255	2803	NA	224	NA	150	NA	NA
1924	1960	2142765056	122	268	4	7	2575.58	0	0	47	4618814779	6603114829	NA	17565061	51154	2418	NA	NA	4585305299	2801	NA	226	NA	169	NA	NA
1924	1964	2142765056	122	268	4	8	2574.26	0	0	46	4619174929	6620615798	NA	17566680	46964	2996	NA	NA	4583667142	2720	NA	204	NA	160	NA	NA
1928	1936	2142765056	122	268	5	0	2554.93	0	0	46	4584014673	6480074950	NA	17563932	51159	2801	NA	NA	2318205263	1975	NA	0	NA	161	NA	NA
1928	1940	2142765056	122	268	5	1	2556.60	0	0	46	4585496197	6497537990	NA	17563766	50972	2861	NA	NA	2318358087	2824	NA	1	NA	55	NA	NA
1928	1944	2142765056	122	268	5	2	2555.62	0	0	46	4584162334	6515364419	NA	17564003	51101	2792	NA	NA	2318117055	2748	NA	0	NA	4	NA	NA
1928	1948	2142765056	122	268	5	3	2555.85	0	0	46	4585055746	6532977897	NA	17564057	50841	2840	NA	NA	2318085163	2721	NA	0	NA	1	NA	NA
1928	1952	2142765056	122	268	5	4	2565.79	0	0	46	4602399851	6551716538	NA	17564137	50920	2748	NA	NA	2335886077	2738	NA	231	NA	16	NA	NA
1928	1956	2142765056	122	268	5	5	2568.93	0	0	47	4600892725	6568288395	NA	17566179	46668	2768	NA	NA	2335850132	2791	NA	229	NA	174	NA	NA
1928	1960	2142765056	122	268	5	6	2565.67	0	0	47	4603008775	6586647646	NA	17567192	51594	3019	NA	NA	2335692502	2870	NA	214	NA	160	NA	NA
1928	1964	2142765056	122	268	5	7	2565.62	0	0	46	4602100656	6604404274	NA	17564049	51124	2769	NA	NA	2335721111	2886	NA	226	NA	58	NA	NA
1928	1968	2142765056	122	268	5	8	2574.38	0	0	46	4619202281	6620731702	NA	17566559	46782	2800	NA	NA	2353393102	2702	NA	228	NA	155	NA	NA
1932	1940	2142765056	122	268	6	0	2554.84	0	0	46	4583967962	6480280003	NA	17564455	51015	2728	NA	NA	2283092114	2764	NA	0	NA	1	NA	NA
1932	1944	2142765056	122	268	6	1	2554.67	0	0	46	4583970208	6497642450	NA	17564037	50721	2862	NA	NA	2283103439	2031	NA	0	NA	149	NA	NA
1932	1948	2142765056	122	268	6	2	2554.74	0	0	46	4584081748	6515325803	NA	17563894	50265	2798	NA	NA	2283072801	2799	NA	0	NA	0	NA	NA
1932	1952	2142765056	122	268	6	3	2555.79	0	0	47	4584989942	6534633054	NA	17563986	50780	2989	NA	NA	2300482339	2831	NA	0	NA	1	NA	NA
1932	1956	2142765056	122	268	6	4	2554.93	0	0	47	4583933808	6550603207	NA	17564382	51201	2716	NA	NA	2300654441	1993	NA	1	NA	166	NA	NA
1932	1960	2142765056	122	268	6	5	2554.76	0	0	46	4584010594	6568001875	NA	17564168	50655	2754	NA	NA	2300693887	2751	NA	0	NA	0	NA	NA
1932	1964	2142765056	122	268	6	6	2555.36	0	0	47	4584165444	6585439960	NA	17564527	50885	2800	NA	NA	2300556852	2899	NA	0	NA	2	NA	NA
1932	1968	2142765056	122	268	6	7	2564.55	0	0	46	4602153910	6604154934	NA	17564182	51040	2833	NA	NA	2318317517	2739	NA	210	NA	1	NA	NA
1932	1972	2142765056	122	268	6	8	2565.34	0	0	46	4602200960	6621314138	NA	17562410	50819	2820	NA	NA	2318065156	2829	NA	212	NA	0	NA	NA
1936	1944	2142765056	122	268	7	0	2554.77	0	0	46	4584027575	6480215565	NA	17564125	51359	2861	NA	NA	4531007953	2879	NA	0	NA	0	NA	NA
1936	1948	2142765056	122	268	7	1	2554.73	0	0	46	4584538590	6497873162	NA	17564249	51004	2754	NA	NA	4530982226	2796	NA	1	NA	0	NA	NA
1936	1952	2142765056	122	268	7	2	2555.86	0	0	47	4583824073	6514633589	NA	17562412	51086	2905	NA	NA	4548593618	2772	NA	0	NA	0	NA	NA
1936	1956	2142765056	122	268	7	3	2555.59	0	0	47	4583704234	6532522609	NA	17567849	50945	2912	NA	NA	4548461099	2694	NA	0	NA	0	NA	NA
1936	1960	2142765056	122	268	7	4	2554.86	0	0	46	4584105004	6550519176	NA	17563985	50767	2695	NA	NA	4548621056	2837	NA	0	NA	0	NA	NA
1936	1964	2142765056	122	268	7	5	2564.64	0	0	46	4602348721	6569257583	NA	17566843	51076	2838	NA	NA	4566112069	2811	NA	225	NA	156	NA	NA
1936	1968	2142765056	122	268	7	6	2574.34	0	0	46	4619208688	6585612314	NA	17566702	46933	2836	NA	NA	4583744206	2876	NA	225	NA	154	NA	NA
1936	1972	2142765056	122	268	7	7	2574.38	0	0	47	4620218460	6603016557	NA	17564150	47169	2508	NA	NA	4583627880	2680	NA	215	NA	153	NA	NA
1936	1976	2142765056	122	268	7	8	2574.49	0	0	47	4619174233	6620927540	NA	17564390	46859	2313	NA	NA	4583681118	2723	NA	215	NA	163	NA	NA
1940	1948	2142765056	122	268	8	0	2554.67	0	0	47	4583999254	6480217960	NA	17564271	51263	2686	NA	NA	4531035663	2750	NA	0	NA	0	NA	NA
1940	1952	2142765056	122	268	8	1	2554.84	0	0	46	4583877511	6497776881	NA	17564427	51025	2801	NA	NA	4548526604	1923	NA	0	NA	160	NA	NA
1940	1956	2142765056	122	268	8	2	2554.76	0	0	46	4583976983	6515384080	NA	17564214	51288	2799	NA	NA	4548659376	2732	NA	0	NA	0	NA	NA
1940	1960	2142765056	122	268	8	3	2554.71	0	0	46	4584167769	6532874632	NA	17564162	50705	2890	NA	NA	4548590336	2762	NA	0	NA	0	NA	NA
1940	1964	2142765056	122	268	8	4	2564.68	0	0	46	4602219531	6551450420	NA	17563905	51045	2665	NA	NA	4566056572	2751	NA	222	NA	1	NA	NA
1940	1968	2142765056	122	268	8	5	2574.32	0	0	47	4619142475	6568127921	NA	17564471	46637	2395	NA	NA	4583631363	2809	NA	224	NA	163	NA	NA
1940	1972	2142765056	122	268	8	6	2574.44	0	0	46	4619160755	6585604505	NA	17566853	46645	2863	NA	NA	4583756844	2734	NA	221	NA	165	NA	NA
1940	1976	2142765056	122	268	8	7	2574.53	0	0	46	4619160824	6603151553	NA	17563885	46830	2347	NA	NA	4583779802	2729	NA	227	NA	181	NA	NA
1940	1980	2142765056	122	268	8	8	2574.35	0	0	46	4619072946	6620553394	NA	17566314	46635	2913	NA	NA	4583821445	2708	NA	217	NA	156	NA	NA
1908	1916	2144206848	123	266	0	0	2556.67	0	0	46	4584883519	6484200180	NA	17433080	51191	2670	NA	NA	4531703610	2730	NA	0	NA	22	NA	NA
1908	1920	2144206848	123	266	0	1	2556.01	0	0	47	4584911039	6501525972	NA	17433449	50877	2802	NA	NA	4549137393	2813	NA	0	NA	1	NA	NA
1908	1924	2144206848	123	266	0	2	2555.87	0	0	47	4584818065	6519214818	NA	17433291	51026	2869	NA	NA	4549397651	2836	NA	0	NA	0	NA	NA
1908	1928	2144206848	123	266	0	3	2555.80	0	0	46	4584723482	6536382842	NA	17433494	50799	2691	NA	NA	4549347836	2718	NA	0	NA	0	NA	NA
1908	1932	2144206848	123	266	0	4	2567.12	0	0	46	4602192156	6555075898	NA	17435971	50956	2829	NA	NA	4567077803	2839	NA	205	NA	176	NA	NA
1908	1936	2144206848	123	266	0	5	2574.56	0	0	46	4619519428	6571390632	NA	17435844	46528	2688	NA	NA	4584273175	2709	NA	213	NA	161	NA	NA
1908	1940	2144206848	123	266	0	6	2574.50	0	0	47	4619768155	6588723904	NA	17433279	46853	2399	NA	NA	4584324870	2862	NA	215	NA	144	NA	NA
1908	1944	2144206848	123	266	0	7	2574.58	0	0	46	4619479960	6606095101	NA	17434498	46800	2992	NA	NA	4584349266	2743	NA	238	NA	168	NA	NA
1908	1948	2144206848	123	266	0	8	2574.55	0	0	46	4620426899	6623559064	NA	17433423	46782	2412	NA	NA	4584335265	2775	NA	211	NA	153	NA	NA
1912	1920	2144206848	123	266	1	0	2555.19	0	0	46	4586027728	6484137991	NA	17432895	50898	2747	NA	NA	2318325346	2761	NA	0	NA	0	NA	NA
1912	1924	2144206848	123	266	1	1	2555.34	0	0	47	4584552938	6501686085	NA	17433649	50636	2776	NA	NA	2318300103	2748	NA	0	NA	5	NA	NA
1912	1928	2144206848	123	266	1	2	2555.77	0	0	46	4585809331	6519442729	NA	17431731	50247	2945	NA	NA	2318257673	2810	NA	0	NA	2	NA	NA
1912	1932	2144206848	123	266	1	3	2555.71	0	0	47	4584376863	6536302569	NA	17432957	50495	2848	NA	NA	2318434514	2808	NA	0	NA	3	NA	NA
1912	1936	2144206848	123	266	1	4	2566.72	0	0	46	4601185937	6553854939	NA	17433900	50807	2725	NA	NA	2336384212	2816	NA	216	NA	174	NA	NA
1912	1940	2144206848	123	266	1	5	2566.82	0	0	46	4602338421	6572260679	NA	17438267	51080	2768	NA	NA	2335809481	2783	NA	231	NA	171	NA	NA
1912	1944	2144206848	123	266	1	6	2598.89	0	0	46	4604470380	6590548677	NA	17423840	50937	2849	NA	NA	2336376235	2850	NA	219	NA	1	NA	NA
1912	1948	2144206848	123	266	1	7	2564.82	0	0	47	4602674760	6607120663	NA	17433007	50617	3014	NA	NA	2335817438	2879	NA	232	NA	3	NA	NA
1912	1952	2144206848	123	266	1	8	2574.71	0	0	46	4619574275	6623471381	NA	17432785	47292	2352	NA	NA	2353199928	2786	NA	205	NA	148	NA	NA
1916	1924	2144206848	123	266	2	0	2555.16	0	0	46	4584551182	6484007506	NA	17432935	50818	2801	NA	NA	2283536207	2759	NA	0	NA	0	NA	NA
1916	1928	2144206848	123	266	2	1	2555.23	0	0	46	4584655673	6501542046	NA	17433220	51258	2875	NA	NA	2283497402	2598	NA	0	NA	26	NA	NA
1916	1932	2144206848	123	266	2	2	2555.27	0	0	47	4584730732	6519091225	NA	17433258	50896	2693	NA	NA	2283452360	1910	NA	1	NA	154	NA	NA
1916	1936	2144206848	123	266	2	3	2555.18	0	0	46	4584815832	6536388706	NA	17432975	51441	2803	NA	NA	2300879572	1969	NA	0	NA	160	NA	NA
1916	1940	2144206848	123	266	2	4	2555.37	0	0	46	4584679006	6553879918	NA	17432659	50959	2817	NA	NA	2300951832	1968	NA	0	NA	158	NA	NA
1916	1944	2144206848	123	266	2	5	2555.21	0	0	46	4584683773	6571315674	NA	17432772	50817	2818	NA	NA	2300925733	2801	NA	1	NA	0	NA	NA
1916	1948	2144206848	123	266	2	6	2555.71	0	0	46	4584885077	6588565539	NA	17431884	50426	2789	NA	NA	2300980691	2767	NA	1	NA	1	NA	NA
1916	1952	2144206848	123	266	2	7	2565.64	0	0	46	4601658151	6606562620	NA	17434085	51108	2735	NA	NA	2318238971	2835	NA	201	NA	165	NA	NA
1916	1956	2144206848	123	266	2	8	2565.23	0	0	46	4602921753	6624543382	NA	17432286	50517	2916	NA	NA	2318517082	2763	NA	213	NA	0	NA	NA
1920	1928	2144206848	123	266	3	0	2555.21	0	0	46	4584599748	6484064018	NA	17433191	50944	2800	NA	NA	4532004050	1991	NA	0	NA	182	NA	NA
1920	1932	2144206848	123	266	3	1	2556.07	0	0	46	4585623875	6500978182	NA	17431909	50670	2719	NA	NA	4531633110	2829	NA	0	NA	0	NA	NA
1920	1936	2144206848	123	266	3	2	2555.21	0	0	46	4585224120	6519025842	NA	17432975	50664	2797	NA	NA	4549471428	2818	NA	0	NA	0	NA	NA
1920	1940	2144206848	123	266	3	3	2555.24	0	0	47	4584610601	6536296841	NA	17433274	50850	2871	NA	NA	4549443993	1947	NA	0	NA	157	NA	NA
1920	1944	2144206848	123	266	3	4	2555.21	0	0	46	4584721258	6553807974	NA	17432990	51087	2822	NA	NA	4549448522	2777	NA	1	NA	17	NA	NA
1920	1948	2144206848	123	266	3	5	2564.75	0	0	46	4602678216	6572265892	NA	17433427	51111	2715	NA	NA	4566908700	2819	NA	228	NA	1	NA	NA
1920	1952	2144206848	123	266	3	6	2574.56	0	0	46	4619490442	6588770166	NA	17435625	47367	2699	NA	NA	4584344190	2852	NA	219	NA	165	NA	NA
1920	1956	2144206848	123	266	3	7	2574.63	0	0	46	4619440486	6605993224	NA	17435446	46840	2735	NA	NA	4584397529	2713	NA	223	NA	160	NA	NA
1920	1960	2144206848	123	266	3	8	2574.57	0	0	47	4620756246	6623587893	NA	17433166	46610	2437	NA	NA	4584245078	2720	NA	208	NA	166	NA	NA
1924	1932	2144206848	123	266	4	0	2555.06	0	0	46	4584647470	6484117420	NA	17433075	51075	2750	NA	NA	4532044769	2674	NA	0	NA	11	NA	NA
1924	1936	2144206848	123	266	4	1	2556.52	0	0	47	4584949518	6502060801	NA	17432726	50419	2811	NA	NA	4549089453	2778	NA	0	NA	0	NA	NA
1924	1940	2144206848	123	266	4	2	2588.98	0	0	46	4585763257	6519655708	NA	17423370	50896	2783	NA	NA	4550588084	2040	NA	1	NA	162	NA	NA
1924	1944	2144206848	123	266	4	3	2555.35	0	0	46	4585444562	6536432621	NA	17433307	50400	2848	NA	NA	4549349956	2721	NA	1	NA	1	NA	NA
1924	1948	2144206848	123	266	4	4	2564.71	0	0	46	4602700074	6554845969	NA	17433039	50824	3036	NA	NA	4567020150	2715	NA	207	NA	1	NA	NA
1924	1952	2144206848	123	266	4	5	2575.79	0	0	46	4619359973	6570873303	NA	17432617	50914	2401	NA	NA	4585490496	2849	NA	217	NA	189	NA	NA
1924	1956	2144206848	123	266	4	6	2574.72	0	0	46	4619634712	6588825892	NA	17435659	46780	2628	NA	NA	4584276237	2730	NA	208	NA	162	NA	NA
1924	1960	2144206848	123	266	4	7	2574.76	0	0	46	4619582279	6605909884	NA	17432492	46628	2345	NA	NA	4584347239	2763	NA	211	NA	171	NA	NA
1924	1964	2144206848	123	266	4	8	2574.50	0	0	46	4619532712	6623568500	NA	17432995	47025	2449	NA	NA	4584306438	2720	NA	196	NA	154	NA	NA
1928	1936	2144206848	123	266	5	0	2555.25	0	0	46	4584624176	6484071917	NA	17433066	50892	2949	NA	NA	2318317760	2709	NA	0	NA	0	NA	NA
1928	1940	2144206848	123	266	5	1	2556.35	0	0	46	4584872260	6501293294	NA	17432403	50447	2685	NA	NA	2318306502	2736	NA	1	NA	15	NA	NA
1928	1944	2144206848	123	266	5	2	2556.13	0	0	47	4585230284	6518819617	NA	17432822	51093	2773	NA	NA	2318402743	2834	NA	0	NA	0	NA	NA
1928	1948	2144206848	123	266	5	3	2555.86	0	0	48	4584824515	6536551000	NA	17433294	51431	3042	NA	NA	2318317999	2869	NA	0	NA	0	NA	NA
1928	1952	2144206848	123	266	5	4	2565.72	0	0	47	4602964470	6554930635	NA	17433557	50765	2795	NA	NA	2335737101	2829	NA	206	NA	1	NA	NA
1928	1956	2144206848	123	266	5	5	2565.68	0	0	46	4602179356	6572473452	NA	17436183	51126	2732	NA	NA	2335782457	2743	NA	220	NA	156	NA	NA
1928	1960	2144206848	123	266	5	6	2565.68	0	0	46	4602840857	6589559491	NA	17432248	50781	2805	NA	NA	2335927053	2726	NA	217	NA	1	NA	NA
1928	1964	2144206848	123	266	5	7	2564.84	0	0	47	4602339799	6607279139	NA	17436110	50941	2850	NA	NA	2335794136	2791	NA	219	NA	162	NA	NA
1928	1968	2144206848	123	266	5	8	2574.61	0	0	46	4619541028	6623555186	NA	17433129	47099	2473	NA	NA	2353230646	2793	NA	215	NA	160	NA	NA
1932	1940	2144206848	123	266	6	0	2555.08	0	0	46	4584603909	6484100623	NA	17433401	50903	2902	NA	NA	2283473657	2250	NA	0	NA	128	NA	NA
1932	1944	2144206848	123	266	6	1	2555.11	0	0	46	4584667622	6501416964	NA	17432770	50893	3068	NA	NA	2283473204	2760	NA	0	NA	1	NA	NA
1932	1948	2144206848	123	266	6	2	2555.98	0	0	47	4584207720	6518587744	NA	17432837	50812	2733	NA	NA	2283313401	2748	NA	0	NA	0	NA	NA
1932	1952	2144206848	123	266	6	3	2556.09	0	0	46	4585716187	6538064106	NA	17432215	50927	2815	NA	NA	2300694562	2743	NA	0	NA	3	NA	NA
1932	1956	2144206848	123	266	6	4	2555.20	0	0	46	4584560604	6553784959	NA	17433376	50519	2651	NA	NA	2300875099	2760	NA	0	NA	0	NA	NA
1932	1960	2144206848	123	266	6	5	2555.09	0	0	46	4584690713	6571260391	NA	17432921	51327	2935	NA	NA	2300929367	2843	NA	0	NA	0	NA	NA
1932	1964	2144206848	123	266	6	6	2556.06	0	0	46	4584293027	6588387750	NA	17434631	50880	2774	NA	NA	2300921564	2846	NA	3	NA	12	NA	NA
